sample_id	population_label	category	locality	country	lat	lon	date_bp	date_sd	coverage	snps_1240k	mol_sex	assessment	publication	publication_doi	usable_ancient
I11601.AG	Portugal_C	West_Eurasian_control	Cabeço da Arruda I (Lisbon, Torres Vedras)	Portugal	39.110833	-8.663583	5050.0	144.0	0.1497959	147322.0	F	Pass	OlaldeReichScience2019	https://doi.org/10.1126/science.aav4040	True
I11604.AG	Portugal_Megalithic_LN	West_Eurasian_control	Tholos de Paimogo I (Lisbon, Lourinhã)	Portugal	39.288204	-9.334909	4725.0	72.0	0.05955734	62746.0	M	Pass	OlaldeReichScience2019	https://doi.org/10.1126/science.aav4040	True
I11605.AG	Portugal_Megalithic_LN	West_Eurasian_control	Tholos de Paimogo I (Lisbon, Lourinhã)	Portugal	39.288204	-9.334909	4725.0	72.0	0.76288393	532967.0	M	Pass	OlaldeReichScience2019	https://doi.org/10.1126/science.aav4040	True
I11614.AG	Portugal_LN_C	West_Eurasian_control	Bolores (Lisbon, Torres Vedras)	Portugal	39.083333	-9.266667	4650.0	58.0	1.08207526	600463.0	F	Pass	OlaldeReichScience2019	https://doi.org/10.1126/science.aav4040	True
I11629.AG	Netherlands_LBA_MBA	West_Eurasian_control	Hoogkarspel-Houterpolder-West (Noord-Holland, Drechterland)	Netherlands	52.696	5.152	3200.0	144.0	0.30612382	279589.0	F	Pass	PattersonReichNature2021	https://doi.org/10.1038/s41586-021-04287-4	True
I11631.AG	Netherlands_Roman	West_Eurasian_control	Tiel-De Reth (Gelderland)	Netherlands	51.918	5.451	1950.0	42.0	0.04528527	48201.0	M	Pass	PattersonReichNature2021	https://doi.org/10.1038/s41586-021-04287-4	True
I11637.AG	Russia_Sverdlovsk_Gamayun	West_Eurasian_control	Kamen'-Dozhdevoy (Sverdlovsk Oblast, Nizhny Tagil Municipality)	Russia	57.64	58.93	6332.0	59.0	0.62674132	459466.0	F	Pass	ZengReichNature2025	https://doi.org/10.1038/s41586-025-09189-3	True
I11669_alt.AG	Hungary_IA_Scythian	West_Eurasian_control	Kesznyéten-Szérűskert (Borsod-Abaúj-Zemplén County, Tiszaújváros)	Hungary	47.9822	21.0604	2400.0	58.0	5.6148036	810995.0	F	Pass	MarciniakPerryPNAS2022	..	True
I11670_alt.AG	Hungary_IA_Scythian-2	West_Eurasian_control	Kesznyéten-Szérűskert (Borsod-Abaúj-Zemplén County, Tiszaújváros)	Hungary	47.9822	21.0604	2400.0	58.0	5.13851608	861657.0	M	Pass	MarciniakPerryPNAS2022	..	True
I11675_alt.AG	Hungary_IA_Scythian	West_Eurasian_control	Kesznyéten-Szérűskert (Borsod-Abaúj-Zemplén County, Tiszaújváros)	Hungary	47.9822	21.0604	2400.0	58.0	4.748352	842168.0	F	Pass	MarciniakPerryPNAS2022	..	True
I11682_alt.AG	Hungary_IA_Scythian	West_Eurasian_control	Kesznyéten-Szérűskert (Borsod-Abaúj-Zemplén County, Tiszaújváros)	Hungary	47.9822	21.0604	2400.0	58.0	5.74620624	867358.0	F	Pass	MarciniakPerryPNAS2022	..	True
I11696.AG	Mongolia_N	Ancient_East_Asian	Marzyn-Khutul (Bulgan Province, Khutag-Öndor District, Egiin-gol River)	Mongolia	49.274012	102.716761	7528.0	33.0	5.49538561	856597.0	M	Pass	WangReichNature2021	https://doi.org/10.1038/s41586-021-03336-2	True
I11697.AG	Mongolia_N	Ancient_East_Asian	Marzyn-Khutul (Bulgan Province, Khutag-Öndor District, Egiin-gol River)	Mongolia	49.274012	102.716761	7500.0	41.0	5.35081724	829687.0	M	Pass	WangReichNature2021	https://doi.org/10.1038/s41586-021-03336-2	True
I11699.AG	Austria_IA_LaTene	West_Eurasian_control	Pottenbrunn (Lower Austria, St. Polten)	Austria	48.241109	15.701654	2300.0	87.0	5.6628091	859468.0	F	Pass	PattersonReichNature2021	https://doi.org/10.1038/s41586-021-04287-4	True
I11708.AG	Austria_IA_LaTene	West_Eurasian_control	Pottenbrunn (Lower Austria, St. Polten)	Austria	48.241109	15.701654	2300.0	87.0	5.10525717	818713.0	F	Pass	PattersonReichNature2021	https://doi.org/10.1038/s41586-021-04287-4	True
I11710.AG	Slovakia_LIA_LaTene	West_Eurasian_control	Kutscherfeld-Palace (Bratislava Region, Bratislava I District, Hlavné námestie 7)	Slovakia	48.143503	17.108387	1967.0	30.0	4.92237531	847763.0	F	Pass	PattersonReichNature2021	https://doi.org/10.1038/s41586-021-04287-4	True
I11712.AG	Slovakia_LIA_LaTene	West_Eurasian_control	Bratislava-Castle (Bratislava Region, Bratislava I District)	Slovakia	48.142329	17.099893	2011.0	36.0	2.88545408	798211.0	M	Pass	PattersonReichNature2021	https://doi.org/10.1038/s41586-021-04287-4	True
I11715.AG	Slovakia_LIA_LaTene	West_Eurasian_control	Bratislava-Castle (Bratislava Region, Bratislava I District)	Slovakia	48.142329	17.099893	2051.0	57.0	0.41457225	353658.0	M	Pass	PattersonReichNature2021	https://doi.org/10.1038/s41586-021-04287-4	True
I11716.AG	Slovakia_LIA_LaTene	West_Eurasian_control	Pálffy-Palace (Bratislava Region, Bratislava I District)	Slovakia	48.142163	17.107098	2051.0	37.0	5.67438875	868959.0	F	Pass	PattersonReichNature2021	https://doi.org/10.1038/s41586-021-04287-4	True
I11717.AG	Slovakia_EIA_Vekerzug	West_Eurasian_control	Chotín-1A (Nitra Region, Komárno District)	Slovakia	47.808164	18.218719	2525.0	43.0	0.81094157	532905.0	F	Pass	PattersonReichNature2021	https://doi.org/10.1038/s41586-021-04287-4	True
I11719.AG	Slovakia_EIA_Vekerzug	West_Eurasian_control	Chotín-1A (Nitra Region, Komárno District)	Slovakia	47.808164	18.218719	2576.0	88.0	1.19304056	639802.0	F	Pass	PattersonReichNature2021	https://doi.org/10.1038/s41586-021-04287-4	True
I11721.AG	Slovakia_EIA_Vekerzug	West_Eurasian_control	Chotín-1A (Nitra Region, Komárno District)	Slovakia	47.808164	18.218719	2525.0	43.0	2.59919401	778761.0	F	Pass	PattersonReichNature2021	https://doi.org/10.1038/s41586-021-04287-4	True
I11722.AG	Slovakia_EIA_Vekerzug	West_Eurasian_control	Chotín-1A (Nitra Region, Komárno District)	Slovakia	47.808164	18.218719	2525.0	43.0	5.15766978	853855.0	F	Pass	PattersonReichNature2021	https://doi.org/10.1038/s41586-021-04287-4	True
I11742.AG	Russia_AltaiKrai_N	Ancient_Siberian	Firsovo-11 (Altai Krai, Pervomaysky District, Firsovo Village)	Russia	53.34101	83.93039	7550.0	58.0	0.67295477	446010.0	M	Pass	ZengReichNature2025	https://doi.org/10.1038/s41586-025-09189-3	True
I11744.AG	Russia_AltaiKrai_N	Ancient_Siberian	Firsovo-11 (Altai Krai, Pervomaysky District, Firsovo Village)	Russia	53.34101	83.93039	7567.0	37.0	3.10177823	705440.0	M	Pass	ZengReichNature2025	https://doi.org/10.1038/s41586-025-09189-3	True
I11745.AG	Russia_AltaiKrai_N	Ancient_Siberian	Chumysh-Perekat-1 (Altai Krai, Zalesovsky District)	Russia	53.82419444	84.61233333	8375.0	217.0	1.1189652	584942.0	M	Pass	ZengReichNature2025	https://doi.org/10.1038/s41586-025-09189-3	True
I11747.AG	Russia_AltaiKrai_Eneolithic	Ancient_Siberian	Tuzovskie-Bugry-1 (Vasino-5) (Altai Krai, Pervomaysky District)	Russia	53.150774	83.822416	5850.0	58.0	1.02919334	454242.0	M	Pass	ZengReichNature2025	https://doi.org/10.1038/s41586-025-09189-3	True
I11748.AG	Russia_AltaiKrai_Eneolithic	Ancient_Siberian	Tuzovskie-Bugry-1 (Vasino-5) (Altai Krai, Pervomaysky District)	Russia	53.150774	83.822416	5875.0	72.0	2.02617328	677330.0	F	Pass	ZengReichNature2025	https://doi.org/10.1038/s41586-025-09189-3	True
I11750.AG	Russia_AltaiKrai_Eneolithic	Ancient_Siberian	Tuzovskie-Bugry-1 (Vasino-5) (Altai Krai, Pervomaysky District)	Russia	53.150774	83.822416	5875.0	72.0	0.98478585	560210.0	M	Pass	ZengReichNature2025	https://doi.org/10.1038/s41586-025-09189-3	True
I11751.AG	Russia_AltaiKrai_Eneolithic	Ancient_Siberian	Tuzovskie-Bugry-1 (Vasino-5) (Altai Krai, Pervomaysky District)	Russia	53.150774	83.822416	5875.0	72.0	2.00241344	610681.0	F	Pass	ZengReichNature2025	https://doi.org/10.1038/s41586-025-09189-3	True
I11752.AG	Russia_AltaiKrai_Afanasievo	Ancient_Siberian	Inskoy-Dol (Altai Krai, Krasnoshchyokovsky District)	Russia	51.3120278	83.0635694	4650.0	115.0	2.87738118	707849.0	F	Pass	NarasimhanReichScience2019	https://doi.org/10.1126/science.aat7487	True
I11754.AG	Russia_AltaiKrai_Eneolithic_Altai	Ancient_Siberian	Firsovo-14 (Altai Krai, Pervomaysky District, Firsovo Village)	Russia	53.34102	83.93039	6843.0	52.0	2.51693624	715474.0	M	Pass	ZengReichNature2025	https://doi.org/10.1038/s41586-025-09189-3	True
I11788.AG	Israel_Phoenician	West_Eurasian_control	Akhziv (Upper Galilee, Akko)	Israel	33.048393	35.102755	2600.0	144.0	0.34448163	285092.0	M	Pass	RingbauerReichNature2025	https://doi.org/10.1038/s41586-025-08913-3	True
I11806.AG	Israel_Phoenician	West_Eurasian_control	Akhziv (Upper Galilee, Akko)	Israel	33.048393	35.102755	2761.0	17.0	0.10549443	106266.0	F	Pass	RingbauerReichNature2025	https://doi.org/10.1038/s41586-025-08913-3	True
I11829.AG	Russia_Rostov_EBA_Don_Yamnaya-3	West_Eurasian_control	Krivyansky-9 (Rostov Oblast, Oktyabrsky District, Krivyanskaya Village)	Russia	47.41334	40.18024	5082.0	109.0	4.68409293	775450.0	F	Pass	LazaridisReichNature2025	https://doi.org/10.1038/s41586-024-08531-5	True
I11837.AG	Russia_Saratov_Eneolithic_Khvalynsk	West_Eurasian_control	Khvalynsk-1 (Saratov Oblast, Khvalynsky District, Khvalynsk Town)	Russia	52.3533694	48.0783667	6375.0	72.0	6.04763614	806091.0	M	Pass	LazaridisReichNature2025	https://doi.org/10.1038/s41586-024-08531-5	True
I11838.AG	Russia_Samara_EBA_Yamnaya	West_Eurasian_control	Krasnosamarskoe-4 (Samara Oblast, Kinel District, Krasnosamarskoe Village)	Russia	53.089497	50.809267	4602.0	92.0	5.64935484	799197.0	M	Pass	LazaridisReichNature2025	https://doi.org/10.1038/s41586-024-08531-5	True
I11840.AG	Russia_Samara_EBA_Yamnaya	West_Eurasian_control	Kutuluk (Samara Oblast, Kinel District)	Russia	53.1811611	51.2225	4848.0	19.0	3.15833984	766691.0	M	Pass	LazaridisReichNature2025	https://doi.org/10.1038/s41586-024-08531-5	True
I11841.AG	Russia_Tatarstan_Eneolithic	West_Eurasian_control	Murzikha-2 (Tatarstan, Alexeyevsky District, Mokrye Kurnali Village)	Russia	55.3419	50.0173	6400.0	58.0	4.81246507	809873.0	M	Pass	ZengReichNature2025	https://doi.org/10.1038/s41586-025-09189-3	True
I11842.AG	Russia_Tatarstan_Eneolithic	West_Eurasian_control	Murzikha-2 (Tatarstan, Alexeyevsky District, Mokrye Kurnali Village)	Russia	55.3419	50.0173	6375.0	101.0	5.42711572	785272.0	F	Pass	ZengReichNature2025	https://doi.org/10.1038/s41586-025-09189-3	True
I11853.AG	Armenia_KarmirBlur_IA_Urartian	West_Eurasian_control	Karmir Blur (Yerevan, Shengavit District, Teishebaini)	Armenia	40.153888	44.453366	2800.0	29.0	0.08849604	92223.0	F	Pass	LazaridisReichScience2022	https://doi.org/10.1126/science.abm4247	True
I11866.AG	Slovakia_N_LBK	West_Eurasian_control	Nitra-Horné-Krškany (Nitra Region, Nitra District, Nitra)	Slovakia	48.283312	18.085484	7100.0	144.0	0.02792535	29003.0	M	Pass	GelabertReichBioRxiv2023	https://doi.org/10.1038/s41562-024-02034-z	False
I11872.AG	Slovakia_N_LBK	West_Eurasian_control	Nitra-Horné-Krškany (Nitra Region, Nitra District, Nitra)	Slovakia	48.283312	18.085484	7100.0	144.0	0.01810646	18965.0	M	Pass	GelabertReichBioRxiv2023	https://doi.org/10.1038/s41562-024-02034-z	False
I11873.AG	Slovakia_N_LBK	West_Eurasian_control	Nitra-Horné-Krškany (Nitra Region, Nitra District, Nitra)	Slovakia	48.283312	18.085484	7100.0	144.0	0.02579958	26960.0	F	Pass	GelabertReichBioRxiv2023	https://doi.org/10.1038/s41562-024-02034-z	False
I11911.AG	Romania_Glavanesti_BA-1	West_Eurasian_control	Glăvănești (Bacău County, Glăvănești)	Romania	46.2442	27.3975	4250.0	693.0	0.06274427	65670.0	F	Pass	HarneyPinhasiGenomeRes2021	https://doi.org/10.1101/gr.267534.120	True
I11948.AG	Turkey_N	West_Eurasian_control	Barcın-Höyük (Bursa, Yenişehir)	Turkey	40.3037	29.6085	8300.0	87.0	0.0154323	16180.0	M	Pass	LazaridisReichScience2022	https://doi.org/10.1126/science.abm4247	False
I11968.AG	USA_California_3200BP	Ancient_North_America	CA-SRI-5A (California, Santa Rosa Island, Survey Point)	USA	34.003926	-120.179011	3487.0	37.0	0.87236223	551950.0	M	Pass	NakatsukaReichNature2023	https://doi.org/10.1038/s41586-023-06771-5	True
I11969.AG	USA_California_3200BP	Ancient_North_America	CA-SRI-5A (California, Santa Rosa Island, Survey Point)	USA	34.003926	-120.179011	3463.0	30.0	3.88040037	860366.0	F	Pass	NakatsukaReichNature2023	https://doi.org/10.1038/s41586-023-06771-5	True
I11970.AG	USA_California_1400BP	Ancient_North_America	CA-VEN-61 (California, Ojai, Soule Park)	USA	34.443585	-119.23133	1450.0	58.0	3.94346967	859514.0	M	Pass	NakatsukaReichNature2023	https://doi.org/10.1038/s41586-023-06771-5	True
I11971.AG	Netherlands_LBA	West_Eurasian_control	Westwoud-Binnenwijzend (Noord-Holland, Drechterland)	Netherlands	52.69601	5.152	3060.0	56.0	3.32595454	734476.0	F	Pass	PattersonReichNature2021	https://doi.org/10.1038/s41586-021-04287-4	True
I11972.AG	Netherlands_MBA	West_Eurasian_control	Westwoud-Binnenwijzend (Noord-Holland, Drechterland)	Netherlands	52.69601	5.152	3381.0	42.0	4.25234326	853048.0	M	Pass	PattersonReichNature2021	https://doi.org/10.1038/s41586-021-04287-4	True
I11973.AG	Netherlands_MBA	West_Eurasian_control	Westwoud-Binnenwijzend (Noord-Holland, Drechterland)	Netherlands	52.69601	5.152	3280.0	47.0	4.21152681	850873.0	F	Pass	PattersonReichNature2021	https://doi.org/10.1038/s41586-021-04287-4	True
I11974.AG	Chile_LosRieles_12000BP	Ancient_South_America	Los Rieles (Coquimbo, Los Vilos)	Chile	-31.92	-71.5	11885.0	280.0	3.30612382	825391.0	M	Pass	PosthReichCell2018	https://doi.org/10.1016/j.cell.2018.10.027	True
I11984.AG	Mexico_1100BP	Ancient_Mesoamerica	Cueva De Los Muertos Chiquitos (Rio Zape)	Mexico	25.812514	-105.7917	1150.0	87.0	1.02373116	601157.0	F	Pass	NakatsukaReichNature2023	https://doi.org/10.1038/s41586-023-06771-5	True
I11985.AG	Mexico_1100BP	Ancient_Mesoamerica	Cueva De Los Muertos Chiquitos (Rio Zape)	Mexico	25.812514	-105.7917	1145.0	47.0	4.45869904	860129.0	F	Pass	NakatsukaReichNature2023	https://doi.org/10.1038/s41586-023-06771-5	True
I11986.AG	Mexico_1100BP	Ancient_Mesoamerica	Cueva De Los Muertos Chiquitos (Rio Zape)	Mexico	25.812514	-105.7917	1200.0	375.0	0.72379434	508836.0	F	Pass	NakatsukaReichNature2023	https://doi.org/10.1038/s41586-023-06771-5	True
I11987.AG	Mexico_1100BP	Ancient_Mesoamerica	Cueva De Los Muertos Chiquitos (Rio Zape)	Mexico	25.812514	-105.7917	1200.0	375.0	2.13391863	751668.0	F	Pass	NakatsukaReichNature2023	https://doi.org/10.1038/s41586-023-06771-5	True
I11988.AG	Mexico_1100BP	Ancient_Mesoamerica	Cueva De Los Muertos Chiquitos (Rio Zape)	Mexico	25.812514	-105.7917	1263.0	39.0	4.11299895	841159.0	F	Pass	NakatsukaReichNature2023	https://doi.org/10.1038/s41586-023-06771-5	True
I11990.AG	Russia_Orenburg_EBA_Yamnaya	West_Eurasian_control	Shumayevo-1 (Orenburg Oblast, Tashlinsky District)	Russia	51.7529278	52.8913889	4681.0	79.0	3.83381843	846592.0	M	Pass	LazaridisReichNature2025	https://doi.org/10.1038/s41586-024-08531-5	True
I11993.AG	England_LIA_MIA	West_Eurasian_control	Ham Hill (England, Somerset)	United Kingdom	50.949985	-2.735842	2200.0	87.0	3.96770056	851932.0	F	Pass	PattersonReichNature2021	https://doi.org/10.1038/s41586-021-04287-4	True
I11994.AG	England_LIA_MIA	West_Eurasian_control	Ham Hill (England, Somerset)	United Kingdom	50.949985	-2.735842	2200.0	87.0	4.12362696	854912.0	F	Pass	PattersonReichNature2021	https://doi.org/10.1038/s41586-021-04287-4	True
I11995.AG	England_EIA	West_Eurasian_control	Cadbury Castle (England, Somerset, South Cadbury)	United Kingdom	51.024783	-2.531694	2457.0	91.0	3.14530709	834651.0	F	Pass	PattersonReichNature2021	https://doi.org/10.1038/s41586-021-04287-4	True
I11997.AG	England_MIA	West_Eurasian_control	Bradley Fen (England, Cambridgeshire, Whittlesey)	United Kingdom	52.564022	-0.179454	2227.0	53.0	4.57880708	867361.0	M	Pass	PattersonReichNature2021	https://doi.org/10.1038/s41586-021-04287-4	True
I12005.AG	Ukraine_Odessa_EBA_Yamnaya	West_Eurasian_control	Baranove (Odessa Oblast)	Ukraine	46.94	30.41	4850.0	231.0	0.00491727	5126.0	M	Pass	NikitinReichNature2025	https://doi.org/10.1038/s41586-024-08372-2	False
I12029.AG	Spain_LateAntiquity	West_Eurasian_control	Pla de l'Horta (Catalonia, Girona, Sarrià de Ter)	Spain	42.01656	2.814897	1392.0	82.0	0.00351022	3831.0	M	Questionable	OlaldeReichScience2019	https://doi.org/10.1126/science.aav4040	False
I12030.AG	Spain_LateAntiquity	West_Eurasian_control	Pla de l'Horta (Catalonia, Girona, Sarrià de Ter)	Spain	42.01656	2.814897	1392.0	82.0	0.02927504	31734.0	F	Pass	OlaldeReichScience2019	https://doi.org/10.1126/science.aav4040	True
I12031.AG	Spain_LateAntiquity	West_Eurasian_control	Pla de l'Horta (Catalonia, Girona, Sarrià de Ter)	Spain	42.01656	2.814897	1392.0	82.0	1.0077357	566323.0	M	Pass	OlaldeReichScience2019	https://doi.org/10.1126/science.aav4040	True
I12032.AG	Spain_LateAntiquity	West_Eurasian_control	Pla de l'Horta (Catalonia, Girona, Sarrià de Ter)	Spain	42.01656	2.814897	1392.0	82.0	0.2378687	218633.0	M	Pass	OlaldeReichScience2019	https://doi.org/10.1126/science.aav4040	True
I12033.AG	Spain_LateAntiquity	West_Eurasian_control	Pla de l'Horta (Catalonia, Girona, Sarrià de Ter)	Spain	42.01656	2.814897	1392.0	82.0	0.03677783	39493.0	M	Pass	OlaldeReichScience2019	https://doi.org/10.1126/science.aav4040	True
I12034.AG	Spain_LateAntiquity	West_Eurasian_control	Pla de l'Horta (Catalonia, Girona, Sarrià de Ter)	Spain	42.01656	2.814897	1392.0	82.0	0.76386338	517786.0	F	Pass	OlaldeReichScience2019	https://doi.org/10.1126/science.aav4040	True
I12042.AG	Spain_Punic	West_Eurasian_control	Puig des Molins (Balearic Islands, Eivissa)	Spain	38.90722	1.42944	2250.0	87.0	0.01204983	13216.0	M	Pass	RingbauerReichNature2025	https://doi.org/10.1038/s41586-025-08913-3	False
I12081.AG	Netherlands_MBA	West_Eurasian_control	Hoogkarspel-Houterpolder-West (Noord-Holland, Drechterland)	Netherlands	52.696	5.152	3257.0	48.0	4.43135336	795708.0	F	Pass	PattersonReichNature2021	https://doi.org/10.1038/s41586-021-04287-4	True
I12082.AG	Netherlands_MBA	West_Eurasian_control	Hoogkarspel-Houterpolder-West (Noord-Holland, Drechterland)	Netherlands	52.696	5.152	3300.0	58.0	3.99631162	778149.0	F	Pass	PattersonReichNature2021	https://doi.org/10.1038/s41586-021-04287-4	True
I12083.AG	Netherlands_LBA_MBA	West_Eurasian_control	Westwoud-Markerwaardweg (Noord-Holland, Drechterland)	Netherlands	52.69602	5.152	3100.0	55.0	4.06573739	785618.0	F	Pass	PattersonReichNature2021	https://doi.org/10.1038/s41586-021-04287-4	True
I12093.AG	Netherlands_EN_LateMesolithic_Swifterbant	West_Eurasian_control	Het Klooster (Utrecht, Nieuwegein)	Netherlands	52.02	5.124	6747.0	35.0	1.65313969	681240.0	F	Pass	OlaldeReichNature2026	https://doi.org/10.1038/s41586-026-10111-8	True
I12097.AG	Slovakia_EIA_Vekerzug	West_Eurasian_control	Chotín-1A (Nitra Region, Komárno District)	Slovakia	47.808164	18.218719	2525.0	43.0	3.71210345	795851.0	F	Pass	PattersonReichNature2021	https://doi.org/10.1038/s41586-021-04287-4	True
I12098.AG	Slovakia_EIA_Vekerzug	West_Eurasian_control	Chotín-1A (Nitra Region, Komárno District)	Slovakia	47.808164	18.218719	2525.0	43.0	0.32617615	271373.0	F	Pass	PattersonReichNature2021	https://doi.org/10.1038/s41586-021-04287-4	True
I12099.AG	Slovakia_EIA_Vekerzug	West_Eurasian_control	Chotín-1A (Nitra Region, Komárno District)	Slovakia	47.808164	18.218719	2525.0	43.0	3.28660075	718333.0	M	Pass	PattersonReichNature2021	https://doi.org/10.1038/s41586-021-04287-4	True
I12102.AG	Slovakia_EIA_Vekerzug	West_Eurasian_control	Chotín-1A (Nitra Region, Komárno District)	Slovakia	47.808164	18.218719	2525.0	43.0	0.01626575	17300.0	F	Pass	PattersonReichNature2021	https://doi.org/10.1038/s41586-021-04287-4	False
I12103.AG	Slovakia_EIA_Vekerzug	West_Eurasian_control	Chotín-1A (Nitra Region, Komárno District)	Slovakia	47.808164	18.218719	2525.0	43.0	2.22125706	637500.0	M	Pass	PattersonReichNature2021	https://doi.org/10.1038/s41586-021-04287-4	True
I12104.AG	Slovakia_EIA_Vekerzug	West_Eurasian_control	Chotín-1A (Nitra Region, Komárno District)	Slovakia	47.808164	18.218719	2525.0	43.0	0.01999845	21251.0	F	Pass	PattersonReichNature2021	https://doi.org/10.1038/s41586-021-04287-4	False
I12105.AG	Slovakia_EIA_Vekerzug	West_Eurasian_control	Chotín-1A (Nitra Region, Komárno District)	Slovakia	47.808164	18.218719	2525.0	43.0	1.59933915	637750.0	F	Pass	PattersonReichNature2021	https://doi.org/10.1038/s41586-021-04287-4	True
I12106.AG	Slovakia_EIA_Vekerzug	West_Eurasian_control	Chotín-1A (Nitra Region, Komárno District)	Slovakia	47.808164	18.218719	2614.0	73.0	2.41562384	655073.0	F	Pass	PattersonReichNature2021	https://doi.org/10.1038/s41586-021-04287-4	True
I12107.AG	Slovakia_EIA_Vekerzug	West_Eurasian_control	Chotín-1A (Nitra Region, Komárno District)	Slovakia	47.808164	18.218719	2525.0	43.0	3.84371988	699335.0	F	Pass	PattersonReichNature2021	https://doi.org/10.1038/s41586-021-04287-4	True
I12110.AG	Slovakia_EIA_Vekerzug	West_Eurasian_control	Chotín-1A (Nitra Region, Komárno District)	Slovakia	47.808164	18.218719	2525.0	43.0	3.422779	693425.0	M	Pass	PattersonReichNature2021	https://doi.org/10.1038/s41586-021-04287-4	True
I12162.AG	Spain_LateAntiquity	West_Eurasian_control	Pla de l'Horta (Catalonia, Girona, Sarrià de Ter)	Spain	42.01656	2.814897	1392.0	82.0	0.57014233	442489.0	M	Pass	OlaldeReichScience2019	https://doi.org/10.1126/science.aav4040	True
I12163.AG	Spain_LateAntiquity	West_Eurasian_control	Pla de l'Horta (Catalonia, Girona, Sarrià de Ter)	Spain	42.01656	2.814897	1392.0	82.0	0.60256171	427579.0	F	Pass	OlaldeReichScience2019	https://doi.org/10.1126/science.aav4040	True
I12164.AG	Spain_LateAntiquity	West_Eurasian_control	Pla de l'Horta (Catalonia, Girona, Sarrià de Ter)	Spain	42.01656	2.814897	1392.0	82.0	0.04147087	44503.0	F	Pass	OlaldeReichScience2019	https://doi.org/10.1126/science.aav4040	True
I12173.AG	Spain_IA_Tartessian	West_Eurasian_control	La Angorrilla (Andalusia, Sevilla, Alcalá del Río)	Spain	37.51833	-5.97833	2550.0	58.0	0.00489293	5383.0	F	Questionable	OlaldeReichScience2019	https://doi.org/10.1126/science.aav4040	False
I12208.AG	Spain_MBA	West_Eurasian_control	La Requejada (Castilla y León, Valladolid, San Román de Hornija)	Spain	41.4584	-5.2872	3250.0	58.0	4.01611452	871036.0	F	Pass	OlaldeReichScience2019	https://doi.org/10.1126/science.aav4040	True
I12209.AG	Spain_MBA	West_Eurasian_control	La Requejada (Castilla y León, Valladolid, San Román de Hornija)	Spain	41.4584	-5.2872	3250.0	58.0	5.35661054	890738.0	M	Pass	OlaldeReichScience2019	https://doi.org/10.1126/science.aav4040	True
I12221.AG	Italy_Sardinia_EarlyMedieval	West_Eurasian_control	Grotta Colombi (Sardinia, Cagliari, Sant'Elia Cape)	Italy	39.1808333	9.1585	1005.0	34.0	0.07639842	80594.0	M	Pass	FernandesReichNatEcolEvol2020	https://doi.org/10.1038/s41559-020-1102-0	True
I12223.AG	Italy_Sardinia_TusciaUmbria_LateAntiquity_ImperialRoman	West_Eurasian_control	Grotta Colombi (Sardinia, Cagliari, Sant'Elia Cape)	Italy	39.1808333	9.1585	1597.0	47.0	0.04765178	50611.0	M	Pass	FernandesReichNatEcolEvol2020	https://doi.org/10.1038/s41559-020-1102-0	True
I12225.AG	Russia_AltaiKrai_N	Ancient_Siberian	Firsovo-11 (Altai Krai, Pervomaysky District, Firsovo Village)	Russia	53.34101	83.93039	7550.0	58.0	3.83939098	724336.0	M	Pass	ZengReichNature2025	https://doi.org/10.1038/s41586-025-09189-3	True
I12231.AG	Ukraine_Odesa_MBA_Babino_MultiCordonedWare	West_Eurasian_control	Sychavka kurgan (Odesa Oblast, Odesa District, Yuzhne Municipality)	Ukraine	46.64	31.11	3761.0	122.0	0.14103033	144393.0	M	Pass	NikitinReichNature2025	https://doi.org/10.1038/s41586-024-08372-2	True
I12234.AG	Ukraine_Odesa_MBA_Babino_MultiCordonedWare	West_Eurasian_control	Liubasha|Novohryhoryvka (Odesa Oblast, Mykolaivskyi District, Novohryhorivka Village, Kugran Liubasha)	Ukraine	47.552428	30.326731	3275.0	88.0	0.0207476	22414.0	M	Pass	NikitinReichNature2025	https://doi.org/10.1038/s41586-024-08372-2	False
I12235.AG	Ukraine_Odesa_MBA_Babino_MultiCordonedWare	West_Eurasian_control	Liubasha|Novohryhoryvka (Odesa Oblast, Mykolaivskyi District, Novohryhorivka Village, Kugran Liubasha)	Ukraine	47.552428	30.326731	3454.0	80.0	0.11012924	114751.0	M	Pass	NikitinReichNature2025	https://doi.org/10.1038/s41586-024-08372-2	True
I12241.AG	Russia_Orenburg_EBA_Yamnaya	West_Eurasian_control	Krasikovo (Orenburg Oblast, Krasnogvardeysky District)	Russia	52.8229528	53.6541667	4652.0	88.0	0.07378248	76557.0	M	Pass	LazaridisReichNature2025	https://doi.org/10.1038/s41586-024-08531-5	True
I12242.AG	Russia_Orenburg_EBA_Yamnaya	West_Eurasian_control	Krasikovo (Orenburg Oblast, Krasnogvardeysky District)	Russia	52.8229528	53.6541667	4690.0	76.0	5.09001607	906602.0	M	Pass	LazaridisReichNature2025	https://doi.org/10.1038/s41586-024-08531-5	True
I12243.AG	Russia_Orenburg_EBA_Yamnaya	West_Eurasian_control	Krasikovo (Orenburg Oblast, Krasnogvardeysky District)	Russia	52.8229528	53.6541667	4621.0	90.0	1.90517704	792305.0	M	Pass	LazaridisReichNature2025	https://doi.org/10.1038/s41586-024-08531-5	True
